masterid,sampledate,Alkalinity_as_CaCO3,Oxygen_Dissolved,Salinity,SpecificConductivity,Temperature,Turbidity,pH,TN,TP,AFDM_g_m2,Chl-a_mg_m2,PCT_FAST,PCT_FN,PCT_HP,PCT_MAP,PCT_SAFN,XCMG,XFC_NAT_SWAMP,XSLOPE
312BCC,2005-02-21T08:00:00Z,NA,9.88,0.22,429.5,12.08,2839,7.91,7.8,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-03-22T08:00:00Z,NA,7.34,0.48,912.2,16.43,3000,7.83,25.3,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-04-20T07:00:00Z,NA,15.18,0.71,1352,21.02,147.4,8.87,4.892,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-05-24T07:00:00Z,NA,13.2,0.64,1863,31.34,17.4,9.17,6.4,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-07-26T07:00:00Z,NA,8.07,0.74,1394,23.47,329.7,8.38,11.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-08-31T07:00:00Z,NA,10.57,0.73,1375,25.86,20.6,8.32,9.4,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-11-29T08:00:00Z,NA,9.62,0.89,1680,15.75,300.3,8.37,18.459,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2005-12-15T08:00:00Z,NA,10.27,0.87,1629,13.05,85.2,8.23,4.466,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-01-25T08:00:00Z,NA,7.6,0.72,1361,14.83,468.2,8.19,14.29,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-02-22T08:00:00Z,NA,11.47,0.84,1589,16.98,99,8.33,14.939,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-05-15T07:00:00Z,NA,8.37,1.04,1949,18.18,NA,8.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-06-27T07:00:00Z,NA,3.64,0.78,1473,25.15,141.6,7.67,46.7,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-07-26T07:00:00Z,NA,3.76,0.76,1431,25.46,41.9,7.65,8.917,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-10-25T07:00:00Z,NA,6.16,0.74,1400,17.3,10.8,7.94,18.676,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2006-11-15T08:00:00Z,NA,6.09,1.12,2093,15.93,12.7,7.41,63.492,2.1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2007-02-13T08:00:00Z,NA,7.02,0.68,1282,15.55,85.6,7.76,11.52,7.3587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2007-03-20T07:00:00Z,NA,8.84,0.81,1523,14.97,708.8,7.86,61.6,0.5999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2007-05-29T07:00:00Z,NA,7.31,0.73,1382,20.95,3000,8.05,24.87,0.3828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2007-06-26T07:00:00Z,NA,5.24,1.34,2487,22.26,212.7,7.43,113.22,1.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2007-07-25T07:00:00Z,NA,2.75,0.78,1475,20.32,30.4,7.33,7.6,0.2891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2008-01-24T08:00:00Z,NA,11.13,0.22,447.4,7.36,2613,7.67,9.078,0.5755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2008-03-26T07:00:00Z,NA,8.62,0.86,1618,17.2,249.8,8.24,26.2,0.6458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2008-04-25T07:00:00Z,NA,11.79,0.77,1458,25.94,84.1,8.42,26.39,4.2557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2008-05-28T07:00:00Z,NA,7.42,0.83,1556,19.31,93.5,7.98,28.6,0.6211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2008-06-24T07:00:00Z,NA,6.77,0.89,1673,22.24,13.5,7.9,27.67,0.3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2008-09-24T07:00:00Z,NA,6.92,0.76,1437,15.4,3.4,7.75,24.86,0.9481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2009-04-29T07:00:00Z,NA,11.78,0.71,1341,9.99,8.8,7.85,12.312,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2009-07-28T07:00:00Z,NA,6.68,1.08,2013,23.26,4.2,8.58,24.9,0.0521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2009-08-19T07:00:00Z,NA,7.37,0.73,1374,22.08,7.7,8.28,4.16,0.2772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-01-19T08:00:00Z,NA,10.97,0.09,205.1,9.68,3000,8.05,2.11,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-02-23T08:00:00Z,NA,9.43,0.15,303,14.68,549,7.23,9.36,0.5897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-04-28T07:00:00Z,NA,7.71,0.82,1549,22.79,393.6,8.32,32.88,0.8478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-05-25T07:00:00Z,NA,10.86,0.7,1326,11.85,363.3,8.25,14.11,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-06-30T07:00:00Z,NA,7.07,0.74,1404,16.85,23.1,7.72,12.272,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-07-27T07:00:00Z,NA,6.02,0.79,1490,20.4,4.7,7.73,13.1,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-09-24T07:00:00Z,NA,7.56,0.9,1699,13.94,25.8,7.83,31.52,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2010-11-16T08:00:00Z,NA,12.49,0.69,1310,7.44,148.6,8.13,16.9025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2011-03-22T07:00:00Z,NA,8.34,0.17,352,18.83,1823,7.92,4.24,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2011-11-15T08:00:00Z,NA,8.71,0.62,1182,15.94,598,8.24,0.529,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2011-12-15T08:00:00Z,NA,10.21,0.66,1260,11.95,77.8,8.39,24.842,1.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2012-01-24T08:00:00Z,NA,9.92,0.39,785,14.54,759,7.73,13.63,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2012-09-18T07:00:00Z,NA,6.95,0.62,1239,23.83,321,8.1,23.16,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2014-02-28T08:00:00Z,NA,8.16,0.22,453,14.83,1000,7.59,5.84,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2017-01-09T08:00:00Z,NA,8.34,0.26,529,14.26,1000,7.74,10.247,3.3508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2017-02-23T08:00:00Z,NA,9.27,0.19,403,16.15,866,8.11,3.7504999999999997,1.85125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2017-03-28T07:00:00Z,NA,9.32,0.89,1764,22.68,116,8.34,54.828,1.13775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2017-04-25T07:00:00Z,NA,9.87,0.91,1805,24,140,8.5,29.74,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2017-05-25T07:00:00Z,NA,14.2,0.37,748,18.49,53.5,8.81,13.45,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2017-07-19T07:00:00Z,NA,10.57,0.87,1731,28.49,6.26,8.6,31.33,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2018-01-09T08:00:00Z,NA,8.89,0.45,913,12.51,6032,7.7,27.7,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2018-11-30T08:00:00Z,NA,9.44,0.17,354,14.77,743,8.05,4.8,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2019-01-17T08:00:00Z,NA,6.45,0.25,510,15.12,3352,7.52,15.07,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCC,2019-04-30T07:00:00Z,NA,15.7,1.39,2683,23.42,21.9,8.49,54,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-02-21T08:00:00Z,NA,9.81,0.17,347,13.29,1914,7.74,5,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-03-22T08:00:00Z,NA,8.94,0.21,442.1,15.37,2413,7.66,5.9,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-04-20T07:00:00Z,NA,16.32,0.85,1606,20.17,369.8,8.92,18.564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-05-24T07:00:00Z,NA,16.1,0.99,1224,33.72,25.2,9.62,36,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-06-21T07:00:00Z,NA,12.86,0.95,1778,32.86,21.6,9.88,29.2,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-07-26T07:00:00Z,NA,22.23,1.12,2094,21.52,368.8,8.96,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-08-31T07:00:00Z,NA,8.86,0.83,1557,29.04,58.6,8.64,30.2,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-09-27T07:00:00Z,NA,7.36,0.95,1781,24.47,446.7,8.39,32.714,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-11-29T08:00:00Z,NA,8.01,0.8,1512,15.39,877.6,8.18,11.885,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2005-12-15T08:00:00Z,NA,10.39,0.67,1266,16.9,425.9,8.36,2.115,0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-01-25T08:00:00Z,NA,9.12,0.85,1608,13.11,102.7,8.57,29.422,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-02-22T08:00:00Z,NA,10.57,0.46,876.8,17.21,107.2,8.57,27.3,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-03-30T08:00:00Z,NA,10.85,0.05,120.7,15.63,34.6,9.31,0.188,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-05-16T07:00:00Z,NA,12.77,1.06,1991,27.57,19.7,8.95,54.087,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-06-27T07:00:00Z,NA,8.37,1.12,2098,24.76,116.3,8.56,41.1,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-07-27T07:00:00Z,NA,6.26,1.04,1951,21.32,75.4,8.27,46.4,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-08-22T07:00:00Z,NA,7.55,0.93,1745,29.83,738.3,8.43,37.077,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-09-26T07:00:00Z,NA,11.51,0.89,1670,26.72,128.5,8.91,32.156,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-10-25T07:00:00Z,NA,11.33,0.99,1849,25.24,35.9,8.97,32.947,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2006-11-15T08:00:00Z,NA,8.81,0.71,1340,21.94,738.3,8.42,33.4,0.3029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-01-30T08:00:00Z,NA,16.54,0.08,172.8,15.3,120.2,9.9,2.9,0.2673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-02-13T08:00:00Z,NA,11,0.93,1742,12.45,31,9.07,30.102,0.5141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-03-20T07:00:00Z,NA,20.06,0.82,1540,15.72,62,9.73,60.8,0.3973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-04-10T07:00:00Z,NA,11.94,0.97,1814,23.85,260.6,8.46,44.682,0.5894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-05-29T07:00:00Z,NA,18,0.8,1513,23.82,47,9.53,22.801,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-06-26T07:00:00Z,NA,14.16,0.97,1823,31.82,37.2,9.9,27.7,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-07-25T07:00:00Z,NA,19.33,1.16,2162,24.63,26.8,8.93,93.3,0.2551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-08-29T07:00:00Z,NA,19.72,1.02,1909,27.92,26.9,9.69,22.3,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-09-25T07:00:00Z,NA,7.53,0.99,1848,23.16,43.7,8.54,20.7,0.3706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-10-24T07:00:00Z,NA,9.07,0.93,1746,20.12,38.4,8.43,30.746,0.1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-11-28T08:00:00Z,NA,9.95,0.98,1845,15.19,44.5,8.61,31.171,0.2181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2007-12-18T08:00:00Z,NA,9.16,0.25,487.4,12.87,2579,8.01,5.184,1.0563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-01-23T08:00:00Z,NA,11.74,0.14,294.3,7.67,3000,8.04,4.661,1.2586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-02-26T08:00:00Z,NA,9.51,0.56,1077,19.17,53,8.6,11.098,0.2551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-03-27T07:00:00Z,NA,10.21,0.84,1578,8.69,329.3,8.02,24.149,0.5052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-04-25T07:00:00Z,NA,15.39,1.09,2039,26.9,42.6,8.68,58.29,1.4127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-05-27T07:00:00Z,NA,1.78,0.97,1826,18.23,5.5,9.85,33.357,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-06-25T07:00:00Z,NA,13.42,0.87,1640,24.22,46.4,9.11,20.935,0.3548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-07-29T07:00:00Z,NA,9.2,1.03,1937,24.74,33.1,8.87,38.2,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-08-12T07:00:00Z,NA,7.69,1.32,2448,27.52,50.6,8.02,197.9,0.4237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-09-24T07:00:00Z,NA,10.94,0.83,1564,15.26,32.9,8.26,19.2,0.8567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-10-29T07:00:00Z,NA,7.9,0.76,1427,17.09,29.4,8.37,19.905,0.2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-11-19T08:00:00Z,NA,9.73,0.82,1544,11.5,28.9,8.12,10.894,0.2789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2008-12-18T08:00:00Z,NA,12.37,0.57,1080,15.17,131,8.44,10.732,0.3356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-04-29T07:00:00Z,NA,17.15,0.85,1600,13.87,80.2,8.82,24.333,0.24833333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-05-27T07:00:00Z,NA,8.13,1.13,2108,28.39,377.3,8.21,86.15,0.4841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-06-24T07:00:00Z,NA,10.22,1.01,1884,28.11,129.2,8.5,2.421,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-07-28T07:00:00Z,NA,11.95,0.87,1631,26.11,17.1,9.25,19.1,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-08-19T07:00:00Z,NA,8.52,0.82,1550,23.04,27.8,8.4,88.54,0.2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-09-16T07:00:00Z,NA,9.23,1.05,1969,26.32,83.9,8.35,48.46,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-10-29T07:00:00Z,NA,13.55,0.95,1785,11.24,330.5,8.1,45.99,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-11-09T08:00:00Z,NA,15.67,0.77,1460,10.27,225,8.01,15,0.1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2009-12-08T08:00:00Z,NA,10.75,0.4,767.5,4.65,6.5,7.72,6.26,1.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-01-19T08:00:00Z,NA,10.9,0.16,330.9,9.91,3000,7.73,4.99,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-02-23T08:00:00Z,NA,9.78,0.23,451.4,14.83,282,7.68,5.094,0.7079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-03-30T07:00:00Z,NA,10.18,1.09,2044,14.57,282,7.78,61.9,2.45915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-04-28T07:00:00Z,NA,11.74,1.13,2106,25.96,105.7,8.21,91.1,0.5112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-05-25T07:00:00Z,NA,13.37,0.96,1796,16.85,332.2,8.3,69.537,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-06-30T07:00:00Z,NA,8.84,0.87,1643,17.59,243,8.09,28.6,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-07-27T07:00:00Z,NA,10.35,0.91,1715,26.97,566,7.9,40.8,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-08-19T07:00:00Z,NA,11.79,0.99,1847,30.05,102.4,8.71,61.65,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-09-24T07:00:00Z,NA,10.8,0.85,1600,15.02,392.6,8.17,23.8,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-10-27T07:00:00Z,NA,9.72,0.98,1845,10.76,15,7.9,33.8,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-11-16T08:00:00Z,NA,10.99,0.88,1650,10.45,29.1,8.36,22.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2010-12-14T08:00:00Z,NA,14.35,0.79,1489,13.33,7.5,8.48,19.7,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-01-26T08:00:00Z,NA,11.83,1.21,2241,17.22,122.5,8.63,39.298,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-02-22T08:00:00Z,NA,11.38,0.44,549,14.9,71.4,9.14,20.311,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-03-21T07:00:00Z,NA,9.46,0.14,285.7,14.11,3000,7.96,2.031,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-04-27T07:00:00Z,NA,11.5,0.84,1573,21.09,69.4,8.66,19.46,0.3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-05-25T07:00:00Z,NA,13.4,1.06,1993,25.39,39.1,9.64,39.44,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-06-28T07:00:00Z,NA,12.65,0.935,1753.5,28.77,80.65,8.46,46.09,0.2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-07-26T07:00:00Z,NA,12.15,1.05,1965,29.99,36.6,8.54,58.24,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-08-18T07:00:00Z,NA,14.46,0.85,1607,19.9,30.5,8.62,19.99,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-09-27T07:00:00Z,NA,6.91,0.86,1617,23.51,247.9,8.42,19.6,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-10-26T07:00:00Z,NA,13.21,0.9,1701,13.91,107.2,8.47,32.1,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2011-11-15T08:00:00Z,NA,8.49,0.82,1538,17.27,190.7,8.36,11.843,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-01-24T08:00:00Z,NA,10.56,0.33,667,12.5,757,7.6,13.399,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-02-07T08:00:00Z,NA,12.31,0.67,1331,10.13,191,8.14,24.08,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-03-27T07:00:00Z,NA,13.48,0.51,1042,26.07,79.7,9.28,5.77,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-04-24T07:00:00Z,NA,12.2,0.66,1317,15.58,173,8.53,26.4,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-05-29T07:00:00Z,NA,17.66,0.98,1938,25.49,42.5,9.19,45.9,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-06-26T07:00:00Z,NA,15.6,0.62,1243,28.1,38.6,9.02,37.27,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-07-25T07:00:00Z,NA,9.48,1,1960,19.32,84.5,8.29,51.05,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-08-20T07:00:00Z,NA,11.22,0.57,1156,22.37,140,8.45,18.96,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-09-19T07:00:00Z,NA,12.35,0.53,1084,32.33,32.5,9.28,60.31,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-10-31T07:00:00Z,NA,17.62,0.62,1245,21.9,19.6,8.74,23.459,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-11-27T08:00:00Z,NA,15.05,0.8,1570,15.03,13.9,8.63,67.8,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2012-12-03T08:00:00Z,NA,12.21,0.87,1710,21.64,NA,7.96,15.57,0.7815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-01-29T08:00:00Z,NA,17.57,0.75,1488,9.71,21.9,8.52,23,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-02-26T08:00:00Z,NA,14.17,0.47,945,9.69,473,8.18,39.9,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-03-28T07:00:00Z,NA,13.91,0.85,1680,20.26,324,9.07,45.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-04-23T07:00:00Z,NA,13.84,0.68,1359,15.22,49.8,8.79,15.8,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-05-28T07:00:00Z,NA,16.06,0.37,785,30.01,22.1,9.21,55.2,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-06-25T07:00:00Z,NA,9.11,1.07,2102,26.52,105,7.95,54.5,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-07-29T07:00:00Z,NA,9.84,0.92,1661,20.64,36.5,8.49,16.21,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-08-26T07:00:00Z,NA,11.77,0.95,1862,21.8,38.9,8.45,37.69,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-09-19T07:00:00Z,NA,12.85,0.91,1821,32.31,61.9,8.78,43.13,1.0495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-10-22T07:00:00Z,NA,12.5,0.95,1863,15.32,80,8.42,56.2,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-11-18T08:00:00Z,NA,13.76,0.85,1674,17.1,151,8.61,19.1,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2013-12-16T08:00:00Z,NA,18.67,0.77,1515,17.35,72,8.86,12.9,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-01-28T08:00:00Z,NA,16.67,0.88,1722,11.58,4.9,8.46,39.296,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-02-27T08:00:00Z,NA,7.41,0.63,1272,23.1,58.5,9.99,15.87,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-03-18T07:00:00Z,NA,19.06,1.21,2371,28.85,25.6,8.64,57.7,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-04-22T07:00:00Z,NA,14.17,1.08,2124,26.02,20.2,10.4,15.57,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-05-20T07:00:00Z,NA,22.04,1.21,2390,26.45,12.6,9.33,85,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-06-23T07:00:00Z,NA,10.19,1.1,2185,31.72,416,8.46,21.51,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-07-21T07:00:00Z,NA,16.74,0.85,1720,32.8,22.5,9.03,15.911,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-08-25T07:00:00Z,NA,14.56,1.04,2063,32.69,28.4,9.33,22.57,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-09-12T07:00:00Z,NA,18.37,1.15,2273,31.27,20.7,9.26,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-09-23T07:00:00Z,NA,16.13,0.8,1612,33.44,18.7,8.45,33.7,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312BCJ,2014-10-28T07:00:00Z,NA,14.9,0.84,813,25.91,42.5,9.22,13,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
