"MasterID","SampleDate","Replicate","New_Lat","New_Long","PSA2","PSA6c","DevSet","SelectedSample","Nitrogen_Total_mgPerL","Phosphorus_as_P_mgPerL","Chlorophyll_a_mgPerm2","Ash_Free_Dry_Mass_mgPercm2","PCT_MAP","CSCI","ASCI_D","ASCI_H"
"719NP7TWP","4/9/2014",1,33.85535,-116.7806,"Arid","DM","Cal","Selected",0.225,0.0494,1.4,1.08,1,0.889152514,0.797225438,0.782495732
"801BRC184","6/30/2014",1,34.16553,-117.0154,"Arid","SC","Val","Selected",0,0.029,12.552,1.19,NA,1.09880499,0.898472829,0.955320614
"801BRC184","6/30/2014",2,34.16553,-117.0154,"Arid","SC","Val","Selected",0,0.029,12.552,1.19,NA,1.093891886,0.767003405,0.85395035
"801CYC398","6/5/2014",1,34.13647,-117.1897,"Arid","SC","Cal","Selected",0.021,0.027,28.243,1.783,NA,0.932599654,0.824969609,0.83612963
"801DRC025","6/25/2014",1,34.17399,-116.9842,"Arid","SC","Cal","Selected",0,0.035,15.383,4.306,NA,0.98460871,1.034083746,0.985091886
"801DRC025","6/25/2014",2,34.17399,-116.9842,"Arid","SC","Cal","Selected",0,0.035,15.383,4.306,NA,1.05299757,1.089147419,1.046397205
"801EBC686","6/19/2014",1,34.16915,-116.892,"Arid","SC","Cal","Selected",0,0.044,5.891,2.553,NA,1.18268003,0.831791317,0.887008143
"801EBC686","6/19/2014",2,34.16915,-116.892,"Arid","SC","Cal","Selected",0,0.044,5.891,2.553,NA,1.155765168,0.919582401,0.917169565
"801ETC226","6/10/2014",1,34.19155,-117.2741,"Arid","SC","Cal","Selected",0.022,0.041,20.863,2.522,NA,1.257024838,0.709401856,0.737188549
"801FC1089","5/20/2014",1,33.93082,-117.594,"Arid","SC","Cal","Selected",7.91,0.939,0,0,NA,0.686667122,0.392547078,0.634207757
"801LYC271","6/10/2014",1,34.2291,-117.4738,"Arid","SC","Cal","Selected",0.075,0.026,16.931,0.908,NA,1.053272465,1.168783215,1.131180859
"801MHC219","6/24/2014",1,34.11077,-116.9925,"Arid","SC","Cal","Selected",0,0.033,36.763,7.35,2,1.174899795,0.93307453,0.926955026
"801MIC042","6/9/2014",1,33.94653,-117.6147,"Arid","SC","Cal","Selected",4.22,0.304,239.548,18.088,1,0.396250612,0.752750036,0.77933234
"801NLC105","6/10/2014",1,34.25338,-117.4935,"Arid","SC","Cal","Selected",0.11,0.038,1.647,0.222,0,0.870087966,1.003390791,1.002263901
"801PFB019","6/11/2014",1,33.92391,-117.5975,"Arid","SC","Val","Selected",6.65,0.924,71.739,5.854,12,0.669369273,0.411122377,0.498544629
"801RB8361","6/12/2014",1,33.96904,-117.4376,"Arid","SC","Val","Selected",7.71,0.471,89.578,2.525,16,0.838530463,0.30336936,0.366782631
"801S00375","6/8/2010",1,34.10903,-117.1527,"Arid","SC","Val","Selected",0.76,0.39,21.4978,0.791517,1,0.832733769,0.581210494,0.602817097
"801S01383","6/1/2010",1,34.06622,-117.5418,"Arid","SC","Val","Selected",1.8,0.04,56.4235,0.646449,1,0.240697298,0.628295727,0.723419919
"801S02059","6/3/2010",2,34.06193,-117.307,"Arid","SC","Cal","Selected",2,0.52,741.887,2.29383,0,0.516069808,0.386911185,0.521815178
"801S02947","6/16/2014",1,33.69919,-117.8114,"Arid","SC","Cal","Selected",5.71,0.352,663.769,14.39,NA,0.412435853,0.722364719,0.785310679
"801S03133","6/2/2010",1,34.00167,-117.5996,"Arid","SC","Cal","Selected",3,0.11,413.54,6.6508,45,0.647761541,0.644461201,0.615046754
"801S03687","6/2/2010",1,34.08296,-117.5825,"Arid","SC","Val","Selected",2.5,0.34,840.083,3.36075,0,0.303465194,0.399530984,0.521268927
"801S03971","6/16/2014",1,33.67551,-117.8277,"Arid","SC","Cal","Selected",4.63,1.059,276.356,3.969,NA,0.151767869,0.693258599,0.599873458
"801SAR110","6/12/2014",1,33.96424,-117.4694,"Arid","SC","Cal","Selected",7.46,0.618,13.828,0.728,25,0.713700105,0.276577048,0.37303162
"801SDC180","6/4/2014",1,33.67356,-117.7909,"Arid","SC","Cal","Selected",7.68,0.393,73.049,4.675,NA,0.30485341,0.792158977,0.622341647
"801SDC418","6/2/2014",1,33.68067,-117.807,"Arid","SC","Cal","Selected",0.689,0.067,57.095,1.485,NA,0.328116997,0.616658214,0.528986627
"801STW085","6/11/2014",1,34.04987,-117.2333,"Arid","SC","Cal","Selected",0.678,1.086,89.397,1.883,79,0.643171276,0.606303727,0.704485314
"801STW258","6/4/2014",1,34.01388,-117.1784,"Arid","SC","Cal","Selected",2.88,1.218,0.243,0.018,NA,0.82458242,0.42076887,0.503265296
"801WCC247","6/5/2014",1,34.18786,-117.1837,"Arid","SC","Cal","Selected",0.02,0.044,11.266,2.764,NA,1.379737451,0.775203373,0.94973386
"801XXX305","6/2/2014",1,33.70845,-117.8006,"Arid","SC","Val","Selected",3.99,0.348,297.645,15.834,59,0.414218475,0.466796078,0.348099569
"802NJR147","6/26/2014",1,33.79423,-116.7473,"Arid","SC","Cal","Selected",0,0.032,28.994,6.841,NA,0.876960135,0.989162416,1.046953088
"802S09698","6/9/2010",1,33.74592,-116.7074,"Arid","SC","Cal","Selected",0.3,0.08,11.9645,8.00293,0,0.859789126,0.955260125,1.067812448
"802S27709","5/31/2010",1,33.6627,-117.29,"Arid","SC","Cal","Selected",0.88,0.55,31.4049,21.6242,1,0.444164533,0.330417491,0.369570997
"802SJR116","6/12/2014",1,33.66404,-117.2787,"Arid","SC","Cal","Selected",0.443,0.259,1.156,0.577,1,0.61204523,0.315223502,0.421065166
"802SJR587","6/3/2014",1,33.72197,-116.8043,"Arid","SC","Cal","Selected",0.023,0.061,16.737,6.644,NA,0.642010865,0.748238456,0.753834091
"901S02702","6/2/2010",1,33.51637,-117.7406,"Arid","SC","Cal","Selected",1.14,0.224,30.04,3.446,18,0.477367029,0.44369903,0.510791822
"901S06798","5/17/2011",1,33.53154,-117.7415,"Arid","SC","Cal","Selected",1.33,0.124,23.48,0.635,14,0.609269606,0.736643862,0.794557383
"901S06851","5/19/2011",1,33.55052,-117.6754,"Arid","SC","Cal","Selected",1.05,0.156,49.64,1.143,42,0.685133181,0.80357923,0.661981914
"901S11685","5/31/2012",1,33.50985,-117.6349,"Arid","SC","Cal","Selected",0.183,0.0757,215,6.58,5,0.638773931,0.652518104,0.699519792
"901S12942","5/30/2012",1,33.47784,-117.6785,"Arid","SC","Cal","Selected",0.693,0.0242,28,0.528,40,0.569832997,0.496093303,0.586600377
"901S12942","5/30/2012",2,33.47784,-117.6785,"Arid","SC","Cal","Selected",0.693,0.0242,28,0.528,40,0.582310563,0.532380362,0.506435494
"901S39498","5/18/2010",1,33.49039,-117.6653,"Arid","SC","Cal","Selected",0.631,0.0596,10.75,0.805,83,0.540794531,0.516634014,0.577371169
"903NP9SLR","3/25/2014",1,33.34994,-116.6651,"Arid","SC","Cal","Selected",0.671,0.0274,2.24,0.462,0,0.816402801,0.630304289,0.798606029
"903NP9SLR","3/19/2015",1,33.34994,-116.6651,"Arid","SC","Cal","NotSelected",0.498,0.0607,3.54,1.64,6,0.569713417,0.733441702,0.915686173
"904S02201","5/19/2010",1,33.1798,-117.3374,"Arid","SC","Cal","Selected",1.54,0.129,47.62,3.545,5,0.390751041,0.578826025,0.487413115
"904S02201","5/19/2010",2,33.1798,-117.3374,"Arid","SC","Cal","Selected",1.54,0.129,47.62,3.545,5,0.541414255,0.632348988,0.489861732
"904S02585","5/19/2010",1,33.09085,-117.2447,"Arid","SC","Cal","Selected",0.5,0.126,26.6,1.219,35,0.826565401,0.77769029,0.857950013
"904S08089","5/20/2010",1,33.08902,-117.1375,"Arid","SC","Cal","Selected",7.5,0.0396,132.99,3.434,70,0.868276272,0.354276027,0.555418082
"904S08089","5/20/2010",2,33.08902,-117.1375,"Arid","SC","Cal","Selected",7.5,0.0396,132.99,3.434,70,0.782774856,0.380567082,0.551483681
"904S12185","5/24/2011",1,33.09918,-117.1301,"Arid","SC","Cal","Selected",6.91,0.0671,29.35,4.008,25,0.768109139,0.674686017,0.714360159
"906S02246","5/26/2010",1,32.94637,-117.0985,"Arid","SC","Cal","Selected",0.798,0.117,78.27,3.061,95,0.768164067,0.403462222,0.426488578
"906S02902","8/2/2011",1,32.94907,-117.0644,"Arid","SC","Cal","Selected",2.5,0.22,15.8,7.197,0,0.784957986,0.503358252,0.491063365
"907S02774","5/20/2010",1,32.81182,-116.9732,"Arid","SC","Cal","Selected",9.29,0.0282,26.46,1.254,49,0.69277195,0.751597159,0.759848158
"SMC00345","7/19/2011",1,33.21048,-117.2248,"Arid","SC","Cal","Selected",13,0.1,5.8,2.5179,0,0.573341605,0.449886672,0.389231354
"SMC00345","7/19/2011",2,33.21048,-117.2248,"Arid","SC","Cal","Selected",13,0.1,5.8,2.5179,0,0.589227488,0.449886672,0.389231354
"SMC00446","7/1/2010",1,34.02019,-118.0463,"Arid","SC","Cal","Selected",1.6,0.25,13.91053,11.12843,0,0.45981019,0.684187228,0.538196967
"SMC00479","7/13/2011",1,34.2634,-119.2409,"Arid","SC","Cal","Selected",28,0.16,441.852,5.52316,67,0.502374677,0.596838829,0.452322303
"SMC00479","7/13/2011",2,34.2634,-119.2409,"Arid","SC","Cal","Selected",28,0.16,441.852,5.52316,67,0.445690083,0.579564006,0.475400764
"SMC00857","7/13/2011",1,33.2461,-117.3009,"Arid","SC","Cal","Selected",7.2,0.14,350.8,9.8101,59,0.455424633,0.21512319,0.33019808
"SMC01215","7/13/2011",1,34.3396913,-119.06785,"Arid","SC","Val","Selected",1.5,0.013,704.618,8.15873,64,0.897180512,0.493722243,0.503840448
"SMC01512","6/23/2010",1,34.2764,-118.6725,"Arid","SC","Cal","Selected",0.74,0.027,62.26415,4.471698,90,0.540505245,0.818249761,0.785207231
"SMC01748","5/21/2014",1,34.28759,-118.8283,"Arid","SC","Cal","Selected",6.3,2.3,98.6147,4.06061,NA,0.670055844,0.392116866,0.333353622
"SMC01960","6/23/2010",1,34.26555,-118.7592,"Arid","SC","Cal","NotSelected",2.7,0.016,63.63636,3.636364,44,0.484766426,0.561228363,0.590475835
"SMC01960","5/21/2014",1,34.26555,-118.7592,"Arid","SC","Cal","Selected",1.4,0.024,100.645,13.1613,NA,0.600935117,0.34362607,0.34618063
"SMC02417","7/20/2011",1,33.13385,-117.0624,"Arid","SC","Cal","Selected",11,0.047,180.4,8.9296,39,0.631190923,0.869724735,0.847786456
"SMC02452","6/30/2011",1,34.2733,-118.8999,"Arid","SC","Cal","Selected",4.4,1.5,121.558,1.92468,15,0.681275667,0.580134664,0.60844273
"SMC02536","6/29/2011",1,34.26861,-118.6736,"Arid","SC","Val","Selected",3.2,0.093,302.985,10.4151,51,0.63314753,0.729481763,0.819133093
"SMC02644","6/30/2011",1,34.18158,-118.8865,"Arid","SC","Val","Selected",1.9,0.097,127.83,4.59027,41,0.714930274,0.796038882,0.910804767
"SMC02884","6/23/2010",1,34.21766,-118.9852,"Arid","SC","Cal","NotSelected",5.4,1.2,114.3146,4.370851,35,0.59218276,0.517802827,0.357960871
"SMC02884","5/27/2014",1,34.21766,-118.9852,"Arid","SC","Cal","Selected",5.4,1.6,216.45,10.7359,NA,0.661745328,0.245868363,0.190170247
"SMC02884","5/27/2014",2,34.21766,-118.9852,"Arid","SC","Cal","Selected",5.4,1.6,216.45,10.7359,NA,0.526473705,0.38540463,0.283838331
"SMC02984","6/23/2010",1,34.26528,-118.7505,"Arid","SC","Cal","Selected",3.3,0.022,19.0404,13.4596,37,0.531674732,0.496642549,0.57589006
"SMC03268","5/27/2014",1,34.16107,-119.0654,"Arid","SC","Cal","Selected",7.7,2.4,84.1558,5.96104,NA,0.651559847,0.257988177,0.194838448
"SMC03304","6/29/2011",1,34.2883,-118.7231,"Arid","SC","Cal","Selected",3.1,0.036,192.453,9.10943,60,0.634432066,0.633069297,0.687376715
"SMC03988","6/29/2011",1,34.21323,-118.8977,"Arid","SC","Cal","Selected",0.7,0.029,202.651,5.29509,50,0.937780288,0.620746168,0.594888792
"SMC04008","6/19/2012",1,34.28348,-118.8081,"Arid","SC","Cal","Selected",3.4,0.036,229.87,5.06494,18,0.878403783,0.528744508,0.481897593
"SMC04132","6/11/2012",1,34.21473,-118.8842,"Arid","SC","Val","Selected",0.34,0.04,97.5314,4.24549,41,0.660445413,0.485935644,0.491684109
"SMC04132","6/11/2012",2,34.21473,-118.8842,"Arid","SC","Val","Selected",0.34,0.04,97.5314,4.24549,41,0.687877423,0.354950752,0.402762299
"SMC04756","7/7/2010",1,34.27092,-118.9269,"Arid","SC","Cal","NotSelected",9,0.97,36.79654,3.679654,3,0.551655274,0.416029155,0.369182377
"SMC04756","5/21/2014",1,34.27092,-118.9269,"Arid","SC","Cal","Selected",8.2,0.62,185.714,5.77778,NA,0.655390282,0.330478957,0.303114682
"SMC04932","7/12/2010",1,34.20138,-119.0011,"Arid","SC","Val","Selected",6.7,1.2,50.90909,13.67273,17,0.386041473,0.305316614,0.221499009
"SMC05165","6/22/2011",1,33.58183,-117.2557,"Arid","SC","Val","Selected",0.5,0.07,90.4401,13.7233,61,0.849288968,0.626040069,0.71190774
"SMC05332","6/11/2012",1,34.18685,-118.9074,"Arid","SC","Val","Selected",1.5,0.13,268.642,9.40247,44,0.684919735,0.548060137,0.499974732
"SMC05524","6/30/2011",1,34.27033,-118.9172,"Arid","SC","Cal","Selected",10,0.86,151.227,7.18326,35,0.668163535,0.391322363,0.274636727
"SMC05567","6/12/2013",1,34.32043,-119.0893,"Arid","SC","Cal","Selected",1.3,0.013,90.7258,3.62903,NA,0.995137576,0.571450806,0.439105454
"SMC05764","6/19/2012",1,34.2312,-119.111,"Arid","SC","Val","Selected",34,1.4,51.6364,3.6048,51,0.332296965,0.620745772,0.615517672
"SMC05956","6/19/2012",1,34.229,-118.971,"Arid","SC","Val","Selected",6.6,1.8,86.4935,4.22857,44,0.685221732,0.492528767,0.552976635
"SMC06036","6/11/2012",1,34.23092,-118.9349,"Arid","SC","Cal","Selected",6.3,3.4,265.974,2.4381,45,0.819484846,0.414286933,0.390193376
"SMC06079","6/26/2013",1,34.41105,-119.0821,"Arid","SC","Cal","Selected",0.34,0.048,79.2993,3.11152,NA,0.903412642,0.667764056,0.713076957
"SMC06079","6/26/2013",2,34.41105,-119.0821,"Arid","SC","Cal","Selected",0.34,0.048,79.2993,3.11152,NA,0.7800268,0.598927346,0.505288604
"SMC06356","6/10/2013",1,34.20146,-118.9116,"Arid","SC","Cal","Selected",0.44,0.032,75.0617,5.62963,NA,0.838290165,0.456071551,0.354456996
"SMC06612","6/6/2013",1,34.28616,-118.8546,"Arid","SC","Cal","Selected",7.3,2.3,275.556,5.33333,NA,0.553883228,0.387208161,0.404890588
"SMC06653","7/1/2010",1,33.96371,-117.4627,"Arid","SC","Val","Selected",7.5,0.63,219.05,3.31,20,0.711007475,0.421459341,0.34268264
"SMC06653","7/1/2010",2,33.96371,-117.4627,"Arid","SC","Val","Selected",7.5,0.63,219.05,3.31,20,0.473570562,0.551196257,0.434150801
"SMC06740","6/10/2013",1,34.18073,-118.8744,"Arid","SC","Cal","Selected",0.4,0.043,96.5401,6.58228,NA,0.576372245,0.47046677,0.624131376
"SMC07085","6/21/2011",1,33.88382,-117.5171,"Arid","SC","Cal","Selected",13,0.09,75.2204,4.39569,35,0.48124979,0.640016555,0.647148415
"SMC07828","6/6/2013",1,34.27568,-118.8945,"Arid","SC","Cal","Selected",5.2,1.6,84.9351,1.82453,NA,0.43126708,0.460823856,0.471365434
"SMC08068","6/10/2013",1,34.18021,-119.1037,"Arid","SC","Cal","Selected",45,0.19,71.8244,5.35418,NA,0.329932812,0.501604214,0.386627795
"SMC08660","6/6/2013",1,34.28495,-118.8694,"Arid","SC","Val","Selected",6.6,2.1,579.798,10.7677,NA,0.602142696,0.424117329,0.373949695
"SMC10189","6/24/2010",1,33.95795,-117.3069,"Arid","SC","Cal","Selected",1.8,0.07,3.26,0.883,1,0.646778584,0.457060865,0.489064729
"SMC10756","6/26/2013",1,34.42352,-118.9288,"Arid","SC","Val","Selected",1.7,0.011,16.5489,1.65489,NA,0.6136647,0.750653126,0.809388097
"SMC11181","6/21/2011",1,33.88883,-117.503,"Arid","SC","Cal","Selected",17,0.11,100.49,4.50529,8,0.536977013,0.763819513,0.785387803
"SMC16045","6/28/2012",1,33.88194,-117.5224,"Arid","SC","Cal","Selected",6.2,0.15,88.1489,7.56611,28,0.520814287,0.631390304,0.589711064
"SMC16266","8/1/2011",1,32.81856,-116.7531,"Arid","SC","Val","Selected",0.75,0.027,22.4,2.0284,0,0.901464385,0.793962202,0.815234167
"SMC16832","6/18/2010",1,33.88444,-118.1085,"Arid","SC","Cal","Selected",1.28,0.51,158.4906,2.377358,100,0.453968384,0.79506089,0.909716081
"SMC16832","6/18/2010",2,33.88444,-118.1085,"Arid","SC","Cal","Selected",1.28,0.51,158.4906,2.377358,100,0.309866391,0.758092249,0.890997233
"SMC18046","6/24/2013",1,34.42233,-119.2646,"Arid","SC","Val","Selected",0,0.015,44.9143,4.13211,NA,0.920763091,0.797822227,0.669002516
"SMC18169","6/20/2011",1,33.89175,-117.5719,"Arid","SC","Cal","Selected",3.3,0.09,347.042,20.2128,33,0.470121046,0.592114876,0.618402291
"SMC18545","6/25/2013",1,34.48437,-119.3084,"Arid","SC","Cal","Selected",0.28,0.064,35.5274,5.61829,NA,0.857699646,0.649346632,0.605259624
"SMC19669","6/12/2013",1,33.5715,-117.161,"Arid","SC","Val","Selected",0.93,0.3,43.0242,10.1694,18,0.827534576,0.752171121,0.61744728
"SMC19697","6/24/2013",1,34.34808,-119.3009,"Arid","SC","Val","Selected",0.26,0.015,44.7097,4.47097,NA,0.803296969,0.592135737,0.670763181
"SMC20032","6/18/2010",1,33.87664,-118.1077,"Arid","SC","Cal","Selected",1.82,0.55,94.99142,2.313894,98,0.287991459,0.672716797,0.839135531
"SMC20497","7/16/2013",1,34.3123,-119.2984,"Arid","SC","Cal","Selected",2,0.26,109.177,15.5368,NA,0.675694145,0.470848155,0.506180646
"SMC21069","6/11/2013",1,33.59692,-117.1241,"Arid","SC","Cal","Selected",2.9,0.1,178.571,22.619,12,0.481883795,0.48308727,0.417879546
"SMC21371","6/20/2011",1,33.8945,-117.5786,"Arid","SC","Val","Selected",3.6,0.04,151.515,8.83838,48,0.533930448,0.581793146,0.651585409
"SMC21921","6/13/2013",1,33.88789,-117.5058,"Arid","SC","Cal","Selected",6.7,0.18,37.4747,3.1372,33,0.314414317,0.690058875,0.558747791
"SMC21921","6/13/2013",2,33.88789,-117.5058,"Arid","SC","Cal","Selected",6.7,0.18,37.4747,3.1372,33,0.325554089,0.612469485,0.524862827
"SMC22521","6/13/2013",1,33.878,-117.5405,"Arid","SC","Cal","Selected",6,0.1,18.6508,2.74486,66,0.497030731,0.769329932,0.659636331
"SMC24921","6/28/2012",1,33.87825,-117.5536,"Arid","SC","Cal","Selected",3.5,0.9,60.4113,16.9666,77,0.239714079,0.727442259,0.68696501
"SMC32897","6/21/2010",1,33.86896,-117.2132,"Arid","SC","Val","Selected",3.1,0.94,706.35,42.8,43,0.548215231,0.65100478,0.658340308
"SMC33179","6/11/2013",1,33.47316,-117.1435,"Arid","SC","Val","Selected",0.4,0.02,124.688,4.92519,65,0.984877111,0.999800299,0.954841377
"SMC40887","6/12/2013",1,33.76275,-117.4638,"Arid","SC","Cal","Selected",0.3,0.15,141.414,7.77778,14,1.077446939,0.299241865,0.429728333
